conflictep_id,conflictepisode,type_of_conflict2,dyadcount,confterm,ependdate,ependprec,outcome,recur,version,conflict_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region
37301,1,3,1,1,9/26/1994,1,1,0,3,373,1994,Niger,Government of Niger,75,,CRA,525,,1,Air and Azawad,1,3,1/19/1994,1,5/16/1994,1,436,4
37401,1,3,1,0,,,,0,3,374,1990,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FPR,527,,2,,2,4,10/1/1990,1,10/3/1990,1,517,4
37401,1,3,1,0,,,,0,3,374,1991,Rwanda,Government of Rwanda,94,,FPR,527,,2,,1,3,10/1/1990,1,10/3/1990,1,517,4
37401,1,3,1,0,,,,0,3,374,1992,Rwanda,Government of Rwanda,94,,FPR,527,,2,,1,3,10/1/1990,1,10/3/1990,1,517,4
37401,1,3,1,0,,,,0,3,374,1993,Rwanda,Government of Rwanda,94,,FPR,527,,2,,1,3,10/1/1990,1,10/3/1990,1,517,4
37401,1,3,1,1,7/4/1994,1,4,0,3,374,1994,Rwanda,Government of Rwanda,94,,FPR,527,,2,,2,3,10/1/1990,1,10/3/1990,1,517,4
37402,2,3,1,0,,,,1,3,374,1996,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1,3,10/1/1990,1,7/12/1996,1,517,4
37402,2,3,1,0,,,,0,3,374,1997,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1,3,10/1/1990,1,7/12/1996,1,517,4
37402,2,3,1,0,,,,0,3,374,1998,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,2,3,10/1/1990,1,7/12/1996,1,517,4
37402,2,3,1,0,,,,0,3,374,1999,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1,3,10/1/1990,1,7/12/1996,1,517,4
37402,2,3,1,0,,,,0,3,374,2000,Rwanda,Government of Rwanda,94,,ALiR,1128,,2,,1,3,10/1/1990,1,7/12/1996,1,517,4
37402,2,3,1,0,,,,0,3,374,2001,Rwanda,Government of Rwanda,94,,FDLR,528,,2,,2,3,10/1/1990,1,7/12/1996,1,517,4
37402,2,3,1,1,3/1/2002,1,5,0,3,374,2002,Rwanda,Government of Rwanda,94,,FDLR,528,,2,,1,3,10/1/1990,1,7/12/1996,1,517,4
37403,3,3,1,0,,,,1,3,374,2009,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR,528,,2,,2,4,10/1/1990,1,2/16/2009,1,517,4
37403,3,3,1,0,,,,0,3,374,2010,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR,528,,2,,1,4,10/1/1990,1,2/16/2009,1,517,4
37403,3,3,1,0,,,,0,3,374,2011,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR,528,,2,,1,4,10/1/1990,1,2/16/2009,1,517,4
37403,3,3,1,1,12/2/2012,1,5,0,3,374,2012,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR,528,,2,,1,4,10/1/1990,1,2/16/2009,1,517,4
37404,4,3,1,1,11/15/2016,2,5,1,3,374,2016,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR,528,,2,,1,4,10/1/1990,1,3/29/2016,2,517,4
37405,5,3,1,0,,,,1,3,374,2018,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),FDLR,528,,2,,1,4,10/1/1990,1,12/15/2018,1,517,4
37405,5,3,3,0,,,,0,3,374,2019,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),"CNRD, FDLR, FDLR-RUD","6684, 528, 5801",,2,,1,4,10/1/1990,1,12/15/2018,1,517,4
37405,5,3,3,0,,,,0,3,374,2020,Rwanda,Government of Rwanda,94,Government of DR Congo (Zaire),"CNRD, FDLR, FDLR-RUD","6684, 528, 5801",,2,,1,4,10/1/1990,1,12/15/2018,1,517,4
37501,1,3,1,1,12/31/1990,5,2,0,3,375,1990,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,8/31/1990,2,433,4
37502,2,3,1,0,,,,1,3,375,1992,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,9/1/1992,1,433,4
37502,2,3,1,1,11/16/1993,1,2,0,3,375,1993,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,9/1/1992,1,433,4
37503,3,3,1,1,12/1/1995,4,5,1,3,375,1995,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,4/27/1995,1,433,4
37504,4,3,1,0,,,,1,3,375,1997,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,3/18/1997,1,433,4
37504,4,3,1,1,11/2/1998,1,5,0,3,375,1998,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,3/18/1997,1,433,4
37505,5,3,1,0,,,,1,3,375,2000,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,4/11/2000,1,433,4
37505,5,3,1,1,12/7/2001,1,5,0,3,375,2001,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,4/11/2000,1,433,4
37506,6,3,1,1,10/11/2003,1,1,1,3,375,2003,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,1/20/2003,3,433,4
37507,7,3,1,1,12/30/2011,3,5,1,3,375,2011,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,1,3,12/31/1988,3,12/20/2011,1,433,4
37601,1,3,1,0,,,,0,3,376,1990,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Republic of Armenia,330,,1,Nagorno-Karabakh,1,3,1/19/1990,3,8/31/1990,3,365,1
37601,1,3,1,1,12/21/1991,1,6,0,3,376,1991,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Republic of Armenia,330,,1,Nagorno-Karabakh,1,3,1/19/1990,3,8/31/1990,3,365,1
37701,1,3,1,1,1/27/1990,1,3,0,3,377,1990,Russia (Soviet Union),Government of Russia (Soviet Union),57,,APF,331,,1,Azerbaijan,1,3,1/20/1990,2,1/23/1990,1,365,1
37801,1,3,1,1,8/2/1990,1,3,0,3,378,1990,Trinidad and Tobago,Government of Trinidad and Tobago,8,,Jamaat al-Muslimeen,762,,2,,1,3,7/27/1990,1,8/2/1990,2,52,5
37901,1,3,1,0,,,,0,3,379,1991,Djibouti,Government of Djibouti,96,,FRUD,530,,2,,1,3,11/12/1991,1,11/13/1991,2,522,4
37901,1,3,1,0,,,,0,3,379,1992,Djibouti,Government of Djibouti,96,,FRUD,530,,2,,1,3,11/12/1991,1,11/13/1991,2,522,4
37901,1,3,1,0,,,,0,3,379,1993,Djibouti,Government of Djibouti,96,,FRUD,530,,2,,1,3,11/12/1991,1,11/13/1991,2,522,4
37901,1,3,1,1,3/4/1994,2,1,0,3,379,1994,Djibouti,Government of Djibouti,96,,FRUD,530,,2,,1,3,11/12/1991,1,11/13/1991,2,522,4
37902,2,3,1,1,8/31/1999,3,1,1,3,379,1999,Djibouti,Government of Djibouti,96,,FRUD-C,531,,2,,1,3,11/12/1991,1,7/24/1999,1,522,4
38001,1,3,1,0,,,,0,3,380,1991,Georgia,Government of Georgia,63,,National Guard and Mkhedrioni,332,,2,,1,3,12/22/1991,1,12/28/1991,2,372,1
38001,1,3,1,0,,,,0,3,380,1992,Georgia,Government of Georgia,63,,Zviadists,333,,2,,1,3,12/22/1991,1,12/28/1991,2,372,1
38001,1,3,1,1,11/16/1993,2,3,0,3,380,1993,Georgia,Government of Georgia,63,,Zviadists,333,,2,,1,3,12/22/1991,1,12/28/1991,2,372,1
38101,1,3,1,1,4/8/1989,1,3,0,3,381,1989,Haiti,Government of Haiti,6,,Military faction (forces of Himmler Rebu and Guy Francois),763,,2,,1,3,4/3/1989,1,4/8/1989,2,41,5
38102,2,3,1,1,10/2/1991,1,4,1,3,381,1991,Haiti,Government of Haiti,6,,Military faction (forces of Raol Cédras),764,,2,,1,3,4/3/1989,1,10/2/1991,2,41,5
38103,3,3,2,1,11/19/2004,2,5,1,3,381,2004,Haiti,Government of Haiti,6,,"FLRN, OP Lavalas","765, 766",,2,,1,3,4/3/1989,1,2/8/2004,1,41,5
38201,1,3,1,0,,,,0,3,382,1991,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,1,0,,,,0,3,382,1992,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,1,0,,,,0,3,382,1993,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,1,0,,,,0,3,382,1994,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,1,0,,,,0,3,382,1995,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria",RUF,532,,2,,2,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,1,0,,,,0,3,382,1996,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria",RUF,532,,2,,1,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,3,0,,,,0,3,382,1997,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","533, 534, 532","Government of Guinea, Government of Nigeria",2,,1,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,3,0,,,,0,3,382,1998,Sierra Leone,Government of Sierra Leone,80,"Government of Guinea, Government of Nigeria","AFRC, Kamajors, RUF","533, 534, 532","Government of Guinea, Government of Nigeria",2,,2,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,2,0,,,,0,3,382,1999,Sierra Leone,Government of Sierra Leone,80,"Government of Ghana, Government of Guinea, Government of Mali, Government of Nigeria","AFRC, RUF","533, 532",,2,,2,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,2,0,,,,0,3,382,2000,Sierra Leone,Government of Sierra Leone,80,Government of United Kingdom,"RUF, WSB","532, 535",,2,,1,4,3/23/1991,1,4/1/1991,1,451,4
38201,1,3,1,1,12/20/2001,2,1,0,3,382,2001,Sierra Leone,Government of Sierra Leone,80,,RUF,532,,2,,1,3,3/23/1991,1,4/1/1991,1,451,4
38301,1,3,1,0,,,,0,3,383,1991,Turkey,Government of Turkey,115,,DHKP-C,334,,2,,1,3,12/31/1987,5,7/13/1991,1,640,2
38301,1,3,1,1,12/7/1992,2,5,0,3,383,1992,Turkey,Government of Turkey,115,,DHKP-C,334,,2,,1,3,12/31/1987,5,7/13/1991,1,640,2
38302,2,3,1,1,10/2/1995,2,5,1,3,383,1995,Turkey,Government of Turkey,115,,DHKP-C,334,,2,,1,3,12/31/1987,5,7/16/1995,1,640,2
38303,3,3,1,1,10/17/2005,1,3,1,3,383,2005,Turkey,Government of Turkey,115,,MKP,335,,2,,1,3,12/31/1987,5,6/17/2005,1,640,2
38304,4,3,2,1,12/17/2016,2,5,1,3,383,2016,Turkey,Government of Turkey,115,,"TAK, Yurtta Sulh Konseyi","2034, 6689",,2,,1,3,12/31/1987,5,2/17/2016,1,640,2
38401,1,3,1,1,7/3/1991,1,2,0,3,384,1991,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),49,,Republic of Slovenia,336,,1,Slovenia,1,3,6/27/1991,1,6/28/1991,1,345,1
38501,1,3,2,0,,,,0,3,385,1991,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),49,,"Croatian irregulars, Republic of Croatia","370, 337",,1,Croatia,2,3,7/9/1991,1,7/27/1991,1,345,1
38501,1,3,1,1,4/6/1992,1,6,0,3,385,1992,Serbia (Yugoslavia),Government of Serbia (Yugoslavia),49,,Republic of Croatia,337,,1,Croatia,1,3,7/9/1991,1,7/27/1991,1,345,1
38601,1,3,1,0,,,,0,3,386,1991,Algeria,Government of Algeria,109,,Takfir wa'l Hijra,536,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,1992,Algeria,Government of Algeria,109,,AIS,537,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,1993,Algeria,Government of Algeria,109,,"AIS, GIA","537, 538",,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,1994,Algeria,Government of Algeria,109,,"AIS, GIA","537, 538",,2,,2,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,1995,Algeria,Government of Algeria,109,,"AIS, GIA","537, 538",,2,,2,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,1996,Algeria,Government of Algeria,109,,"AIS, GIA","537, 538",,2,,2,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,1997,Algeria,Government of Algeria,109,,"AIS, GIA","537, 538",,2,,2,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,1998,Algeria,Government of Algeria,109,,GIA,538,,2,,2,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,1999,Algeria,Government of Algeria,109,,"AQIM, GIA","539, 538",,2,,2,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,2000,Algeria,Government of Algeria,109,,"AQIM, GIA","539, 538",,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,2001,Algeria,Government of Algeria,109,,"AQIM, GIA","539, 538",,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,2002,Algeria,Government of Algeria,109,,"AQIM, GIA","539, 538",,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,2003,Algeria,Government of Algeria,109,,"AQIM, GIA","539, 538",,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2004,Algeria,Government of Algeria,109,"Government of Chad, Government of Mali, Government of Niger",AQIM,539,,2,,1,4,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2005,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2006,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2007,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2008,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2009,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2010,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2011,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,2,0,,,,0,3,386,2012,Algeria,Government of Algeria,109,,"AQIM, MUJAO","539, 1161",,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2013,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2014,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2015,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2016,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,0,,,,0,3,386,2017,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38601,1,3,1,1,11/19/2018,2,5,0,3,386,2018,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/9/1991,1,615,4
38602,2,3,1,0,,,,0,3,386,2020,Algeria,Government of Algeria,109,,AQIM,539,,2,,1,3,8/27/1985,1,12/2/2020,1,615,4
38701,1,3,1,0,,,,0,3,387,1991,Angola,Government of Angola,99,,FLEC-R,540,,1,Cabinda,1,3,8/4/1989,1,12/31/1991,5,540,4
38701,1,3,1,1,12/31/1992,5,5,0,3,387,1992,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,12/31/1991,5,540,4
38702,2,3,2,0,,,,1,3,387,1994,Angola,Government of Angola,99,,"FLEC-FAC, FLEC-R","541, 540",,1,Cabinda,1,3,8/4/1989,1,12/31/1994,5,540,4
38702,2,3,1,0,,,,0,3,387,1995,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,12/31/1994,5,540,4
38702,2,3,1,0,,,,0,3,387,1996,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,12/31/1994,5,540,4
38702,2,3,2,0,,,,0,3,387,1997,Angola,Government of Angola,99,,"FLEC-FAC, FLEC-R","541, 540",,1,Cabinda,1,3,8/4/1989,1,12/31/1994,5,540,4
38702,2,3,1,1,12/31/1998,5,5,0,3,387,1998,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,12/31/1994,5,540,4
38703,3,3,2,0,,,,1,3,387,2002,Angola,Government of Angola,99,,"FLEC-FAC, FLEC-R","541, 540",,1,Cabinda,1,3,8/4/1989,1,11/12/2002,1,540,4
38703,3,3,1,0,,,,0,3,387,2003,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,11/12/2002,1,540,4
38703,3,3,1,1,12/31/2004,5,5,0,3,387,2004,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,11/12/2002,1,540,4
38704,4,3,1,1,12/31/2007,5,5,1,3,387,2007,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,12/31/2007,5,540,4
38705,5,3,1,1,12/31/2009,5,5,1,3,387,2009,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,1,3,8/4/1989,1,12/31/2009,5,540,4
38706,6,3,1,0,,,,1,3,387,2016,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,1,3,8/4/1989,1,12/31/2016,5,540,4
38706,6,3,1,1,12/31/2017,5,5,0,3,387,2017,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,1,3,8/4/1989,1,12/31/2016,5,540,4
38707,7,3,1,0,,,,1,3,387,2019,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,1,3,8/4/1989,1,12/31/2019,5,540,4
38707,7,3,1,0,,,,0,3,387,2020,Angola,Government of Angola,99,,FLEC-FAC-TN,7412,,1,Cabinda,1,3,8/4/1989,1,12/31/2019,5,540,4
38801,1,3,1,0,,,,0,3,388,1991,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,12/30/1991,1,373,1
38801,1,3,1,0,,,,0,3,388,1992,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),2,4,12/29/1991,1,12/30/1991,1,373,1
38801,1,3,1,0,,,,0,3,388,1993,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),2,4,12/29/1991,1,12/30/1991,1,373,1
38801,1,3,1,1,7/15/1994,1,2,0,3,388,1994,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,,1,Artsakh (Nagorno-Karabakh),2,3,12/29/1991,1,12/30/1991,1,373,1
38802,2,3,1,0,,,,1,3,388,1997,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,4/20/1997,2,373,1
38802,2,3,1,1,12/31/1998,5,5,0,3,388,1998,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,4/20/1997,2,373,1
38803,3,3,1,1,12/5/2005,5,5,1,3,388,2005,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,12/5/2005,1,373,1
38804,4,3,1,1,12/31/2008,5,5,1,3,388,2008,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,12/31/2008,5,373,1
38805,5,3,1,1,9/25/2012,1,5,1,3,388,2012,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,9/25/2012,1,373,1
38806,6,3,1,0,,,,1,3,388,2014,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,8/1/2014,2,373,1
38806,6,3,1,0,,,,0,3,388,2015,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,8/1/2014,2,373,1
38806,6,3,1,0,,,,0,3,388,2016,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,8/1/2014,2,373,1
38806,6,3,1,1,12/14/2017,2,5,0,3,388,2017,Azerbaijan,Government of Azerbaijan,64,,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),1,4,12/29/1991,1,8/1/2014,2,373,1
38806,6,3,1,0,,,,0,3,388,2020,Azerbaijan,Government of Azerbaijan,64,Government of Turkey,Republic of Artsakh,338,Government of Armenia,1,Artsakh (Nagorno-Karabakh),2,4,12/29/1991,1,9/27/2020,1,373,1
38901,1,3,2,0,,,,0,3,389,1992,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,50,,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339",Government of Serbia (Yugoslavia),1,Serb,2,4,4/27/1992,1,4/27/1992,2,346,1
38901,1,3,2,0,,,,0,3,389,1993,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,50,,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339",Government of Serbia (Yugoslavia),1,Serb,2,4,4/27/1992,1,4/27/1992,2,346,1
38901,1,3,2,0,,,,0,3,389,1994,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,50,,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339",,1,Serb,2,3,4/27/1992,1,4/27/1992,2,346,1
38901,1,3,2,1,12/31/1995,5,1,0,3,389,1995,Bosnia-Herzegovina,Government of Bosnia-Herzegovina,50,,"Serbian irregulars, Serbian Republic of Bosnia-Herzegovina","371, 339",,1,Serb,2,3,4/27/1992,1,4/27/1992,2,346,1
39001,1,3,2,0,,,,0,3,390,1992,Croatia,Government of Croatia,48,,"Serbian irregulars, Serbian Republic of Krajina","371, 340",Government of Serbia (Yugoslavia),1,Serb,2,4,4/23/1992,1,4/30/1992,1,344,1
39001,1,3,1,1,12/13/1993,1,2,0,3,390,1993,Croatia,Government of Croatia,48,,Serbian Republic of Krajina,340,Government of Serbia (Yugoslavia),1,Serb,1,4,4/23/1992,1,4/30/1992,1,344,1
39002,2,3,1,1,9/6/1995,1,1,1,3,390,1995,Croatia,Government of Croatia,48,,Serbian Republic of Krajina,340,,1,Serb,1,3,4/23/1992,1,5/1/1995,1,344,1
39101,1,3,1,0,,,,0,3,391,1993,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1,3,10/8/1981,1,3/10/1993,1,651,2
39101,1,3,1,0,,,,0,3,391,1994,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1,3,10/8/1981,1,3/10/1993,1,651,2
39101,1,3,1,0,,,,0,3,391,1995,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1,3,10/8/1981,1,3/10/1993,1,651,2
39101,1,3,1,0,,,,0,3,391,1996,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1,3,10/8/1981,1,3/10/1993,1,651,2
39101,1,3,1,0,,,,0,3,391,1997,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1,3,10/8/1981,1,3/10/1993,1,651,2
39101,1,3,1,1,11/2/1998,1,2,0,3,391,1998,Egypt,Government of Egypt,117,,al-Gama'a al-Islamiyya,341,,2,,1,3,10/8/1981,1,3/10/1993,1,651,2
39102,2,3,1,1,10/24/2014,1,6,1,3,391,2014,Egypt,Government of Egypt,117,,Ansar Bayt al-Maqdis,4319,,2,,1,3,10/8/1981,1,4/24/2014,2,651,2
39103,3,3,2,0,,,,1,3,391,2017,Egypt,Government of Egypt,117,,"Harakit Sawa'id Misr, Jama'at Ansar al-Islam","6616, 6844",,2,,1,3,10/8/1981,1,7/14/2017,1,651,2
39103,3,3,1,0,,,,0,3,391,2018,Egypt,Government of Egypt,117,,Harakit Sawa'id Misr,6616,,2,,1,3,10/8/1981,1,7/14/2017,1,651,2
39103,3,3,1,1,9/24/2019,2,5,0,3,391,2019,Egypt,Government of Egypt,117,,Harakit Sawa'id Misr,6616,,2,,1,3,10/8/1981,1,7/14/2017,1,651,2
39201,1,3,1,0,,,,0,3,392,1992,Georgia,Government of Georgia,63,,Republic of Abkhazia,342,,1,Abkhazia,1,3,8/14/1992,1,8/17/1992,1,372,1
39201,1,3,1,1,11/29/1993,1,1,0,3,392,1993,Georgia,Government of Georgia,63,,Republic of Abkhazia,342,,1,Abkhazia,2,3,8/14/1992,1,8/17/1992,1,372,1
39301,1,3,1,1,8/14/1992,1,2,0,3,393,1992,Georgia,Government of Georgia,63,,Republic of South Ossetia,343,,1,South Ossetia,1,3,5/12/1992,1,6/8/1992,1,372,1
39302,2,3,1,1,10/12/2004,1,2,1,3,393,2004,Georgia,Government of Georgia,63,,Republic of South Ossetia,343,,1,South Ossetia,1,3,5/12/1992,1,8/19/2004,1,372,1
39303,3,3,1,1,11/9/2008,1,2,1,3,393,2008,Georgia,Government of Georgia,63,,Republic of South Ossetia,343,Government of Russia (Soviet Union),1,South Ossetia,1,4,5/12/1992,1,8/12/2008,2,372,1
39401,1,3,1,1,7/31/1992,1,2,0,3,394,1992,Moldova,Government of Moldova,55,,PMR,344,,1,Dniestr,1,3,3/1/1992,1,3/17/1992,1,359,1
39501,1,3,2,0,,,,0,3,395,1992,Tajikistan,Government of Tajikistan,131,Government of Uzbekistan,"PFT, UTO","1186, 345",Government of Uzbekistan,2,,2,4,5/5/1992,1,5/10/1992,1,702,3
