id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est,COORDS
SUD-2015-3-625-174,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,2,Mukjar town,"area of Mukjar
Central Darfur",Central Darfur state,Mukjar district,11.294261,23.192944,POINT (23.192944 11.294261),145847,Sudan,625,Africa,1,1,09/23/2015 00:00:00,09/23/2015 00:00:00,0,0,1,0,1,1,1,,POINT (23.192944 11.294261)
SUD-2015-3-625-43,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-01-31,KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA""",SUDO(UK),2015-01-31,"KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA",,3,East/Sharq Jabel Marra district,"north east Jabbal Marra
RAHAD DUSHA",South Darfur state,East/Sharq Jabel Marra district,12.89457,24.58878,POINT (24.58878 12.89457),148010,Sudan,625,Africa,1,1,01/26/2015 00:00:00,01/26/2015 00:00:00,0,0,2,0,2,2,2,,POINT (24.58878 12.89457)
SUD-2015-3-625-42,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-01-31,KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA""",SUDO(UK),2015-01-31,"KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA",,1,Khazan Tungur village,"KHAZAN TONGOR 
East Jebel Marra",North Darfur state,Tawila district,13.3221,24.9081,POINT (24.9081 13.3221),148730,Sudan,625,Africa,1,1,01/26/2015 00:00:00,01/26/2015 00:00:00,0,0,4,0,4,4,4,,POINT (24.9081 13.3221)
SUD-2015-3-625-41,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-01-31,KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA""",SUDO(UK),2015-01-31,"KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA",,3,East/Sharq Jabel Marra district,"DANKONG village
East Jebel Marra",South Darfur state,East/Sharq Jabel Marra district,12.89457,24.58878,POINT (24.58878 12.89457),148010,Sudan,625,Africa,1,1,01/25/2015 00:00:00,01/25/2015 00:00:00,0,0,4,0,4,4,4,,POINT (24.58878 12.89457)
SUD-2015-3-625-173,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,2,Gadeed village,"way back home to his village of Kala from the market in Amar Gadeed
Central Darfur",Central Darfur state,Mukjar district,11.25,23.441,POINT (23.441 11.25),145847,Sudan,625,Africa,1,1,09/22/2015 00:00:00,09/22/2015 00:00:00,0,0,1,0,1,1,1,,POINT (23.441 11.25)
SUD-2015-3-625-172,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,2,Bindisi town,"Bargei area in Bindisi locality
Central Darfur",Central Darfur state,Bindisi district,11.95,23.1,POINT (23.1 11.95),146567,Sudan,625,Africa,1,1,09/13/2015 00:00:00,09/13/2015 00:00:00,0,0,0,0,0,12,0,,POINT (23.1 11.95)
SUD-2015-3-625-171,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,2,Haraza locality,"returning from their farms to the IDP Camp in Haraza situated in Jogana area
South Darfur",South Darfur state,Katayla district,10.37222,25.35623,POINT (25.35623 10.37222),144411,Sudan,625,Africa,1,1,09/27/2015 00:00:00,09/27/2015 00:00:00,0,0,1,0,1,1,1,,POINT (25.35623 10.37222)
SUD-2015-3-625-40,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-01-31,KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA""",SUDO(UK),2015-01-31,"KILLING, LOOTING AND BURNING BY THE RAPID SUPPORT FORCES-SUPPORTED BY AN AERIAL BOMBARDMENT IN EAST JABBAL MARRA",,3,East/Sharq Jabel Marra district,"TAKOMOA village
East Jebel Marra",South Darfur state,East/Sharq Jabel Marra district,12.89457,24.58878,POINT (24.58878 12.89457),148010,Sudan,625,Africa,1,1,01/25/2015 00:00:00,01/25/2015 00:00:00,0,0,2,0,2,2,2,,POINT (24.58878 12.89457)
SUD-2015-3-625-39,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015""",SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015,,4,North Darfur state,"Futra village
North Darfur",North Darfur state,,16.0,25.5,POINT (25.5 16),153052,Sudan,625,Africa,1,1,02/10/2015 00:00:00,02/10/2015 00:00:00,0,0,0,0,0,2,0,,POINT (25.5 16)
SUD-2015-3-625-38,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015""",SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015,,2,Korma town,"Um-Kasharook village
Korma locality
North Darfur",North Darfur state,El Fasher district,13.85304,24.75276,POINT (24.75276 13.85304),149450,Sudan,625,Africa,1,1,02/09/2015 00:00:00,02/09/2015 00:00:00,0,0,0,0,0,4,0,,POINT (24.75276 13.85304)
SUD-2015-3-625-37,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015""",SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015,,2,Tabit village,"Karkar village
Tawila locality near Tabit
North Darfur",North Darfur state,El Fasher district,13.3,25.083333,POINT (25.083333 13.3),148731,Sudan,625,Africa,1,1,02/08/2015 00:00:00,02/08/2015 00:00:00,0,0,0,0,0,2,0,,POINT (25.083333 13.3)
SUD-2015-3-625-170,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,3,Bielel district,"farm in Tor Ta’an situated in Beleil locality
South Darfur",South Darfur state,Bielel district,11.92541,25.11887,POINT (25.11887 11.92541),146571,Sudan,625,Africa,1,1,09/20/2015 00:00:00,09/20/2015 00:00:00,0,0,1,0,1,1,1,,POINT (25.11887 11.92541)
SUD-2015-3-625-169,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,1,Nyala town,"in Wadi Berlei, separating Nyala into north and south",South Darfur state,Nyala district,12.05,24.883333,POINT (24.883333 12.05),147290,Sudan,625,Africa,1,1,09/18/2015 00:00:00,09/18/2015 00:00:00,0,0,0,0,0,1,0,,POINT (24.883333 12.05)
SUD-2015-3-625-168,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,1,Otash IDP camp,"Otasch IDP Camp 
South Darfur",South Darfur state,Nyala district,12.097516,24.908488,POINT (24.908488 12.097516),147290,Sudan,625,Africa,1,1,09/17/2015 00:00:00,09/17/2015 00:00:00,0,0,3,0,3,3,3,,POINT (24.908488 12.097516)
SUD-2015-3-625-167,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015""",SUDO(UK),2015-10-01,HUMAN RIGHTS ABUSES IN SUDAN OVER THE MONTH OF SEPTEMBER 2015,,1,Kass town,"Kass Secondary Boys School
South Darfur",South Darfur state,Kass district,12.5,24.283333,POINT (24.283333 12.5),148009,Sudan,625,Africa,1,1,09/10/2015 00:00:00,09/10/2015 00:00:00,0,0,1,0,1,1,1,,POINT (24.283333 12.5)
SUD-2015-3-625-36,2015,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015""",SUDO(UK),2015-02-15,THE JANJAWEED MILITIA ATTACKED AND BURNED TO ASHES NINETEEN (19) VILLAGES IN NORTH DARFUR - 8TH TO 10TH FEBRUARY 2015,,2,Tabit village,"villages in Tawila locality near Tabit
Um-syalla and Mursal villages
North Darfur",North Darfur state,El Fasher district,13.3,25.083333,POINT (25.083333 13.3),148731,Sudan,625,Africa,1,1,02/08/2015 00:00:00,02/08/2015 00:00:00,0,0,0,0,0,2,0,,POINT (25.083333 13.3)
SUD-2015-2-111-0,2015,True,Clear,2,5276,4666,Ma'aliyah - Rizeigat Baggara,5276,5276,Ma'aliyah - Rizeigat Baggara,641,641,Ma'aliyah,703,703,Rizeigat Baggara,5,"""Xinhua News Agency,2015-05-11,Dozens killed as violent tribal clashes erupt in Sudan's east Darfur, UN voices concerns"";""Agence France Presse,2015-05-11,Dozens killed in tribal clashes in Sudan's East Darfur: MP"";""All Africa,2015-05-15,Abu Karinka in a State of Chaos After Tribal Clashes, East Darfur"";""All Africa,2015-05-13,Many Deaths in East Darfur Tribal Fighting, More Expected"";""OCHA Humanitarian Bulletin Sudan Issue 19 4 - 10 May 2015,2015-05-10,Conflict erupts in East Darfur """,Xinhua News Agency;Agence France Presse;All Africa;All Africa;OCHA Humanitarian Bulletin Sudan Issue 19 4 - 10 May 2015,2015-05-11;2015-05-11;2015-05-15;2015-05-13;2015-05-10,"Dozens killed as violent tribal clashes erupt in Sudan's east Darfur, UN voices concerns;Dozens killed in tribal clashes in Sudan's East Darfur: MP;Abu Karinka in a State of Chaos After Tribal Clashes, East Darfur;Many Deaths in East Darfur Tribal Fighting, More Expected;Conflict erupts in East Darfur","Hamdan Tirab, a member of the state's parliament for Abu Karinka
eyewitness",2,Abu Karinka town,"around the Abu Karinka area, 50 km northeast of Al Dein, East Darfur
near Abu Karinka",East Darfur state,Abu Karinka district,11.583333,26.533333,POINT (26.5333333 11.5833333),146574,Sudan,625,Africa,1,2,05/10/2015 00:00:00,05/11/2015 00:00:00,85,130,0,0,215,215,134,,POINT (26.5333333 11.5833333)
SUD-2017-2-5276-2.1,2017,True,Clear,2,5276,4666,Ma'aliyah - Rizeigat Baggara,5276,5276,Ma'aliyah - Rizeigat Baggara,641,641,Ma'aliyah,703,703,Rizeigat Baggara,4,"""All Africa,2017-07-24,Renewed Tribal Clashes in East Darfur Leave 49 Dead"";""UN SG ,2017-08-30,Report on the African Union-United Nations Hybrid Operation in Darfur"";""All Africa,2017-07-24,Renewed Tribal Clashes in East Darfur Leave 49 Dead"";""Agence France Presse,2017-07-23,Sudan clashes kill up to 10 in Darfur: tribal chiefs""",All Africa;UN SG ;All Africa;Agence France Presse,2017-07-24;2017-08-30;2017-07-24;2017-07-23,Renewed Tribal Clashes in East Darfur Leave 49 Dead;Report on the African Union-United Nations Hybrid Operation in Darfur;Renewed Tribal Clashes in East Darfur Leave 49 Dead;Sudan clashes kill up to 10 in Darfur: tribal chiefs,local witnesses/ UN SG,3,Ed Daein district,"in Al Sahab village, 37 km northwest of Abu Karinka, 
and in Hasab Ala, 17 km north-east of Ed Daein,",East Darfur state,Ed Daein district,11.661619,26.091407,POINT (26.091407 11.661619),146573,Sudan,625,Africa,1,1,07/22/2017 00:00:00,07/22/2017 00:00:00,2,25,0,0,27,27,27,,POINT (26.091407 11.661619)
SUD-2017-2-14563-0,2017,False,Clear,2,14563,13558,Fulani - Salamat Baggara,14563,14563,Fulani - Salamat Baggara,607,607,Fulani,994,994,Salamat Baggara,2,"""UN SG ,2017-08-30,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur "";""All Africa,2017-07-25,'Disarmament in Darfur Will Start This Year' - Sudan V-P""",UN SG ;All Africa,2017-08-30;2017-07-25,Report of the Secretary-General on the African Union-United Nations Hybrid Operation in Darfur ;'Disarmament in Darfur Will Start This Year' - Sudan V-P,Local witness / UN SG,2,Harshaba village,,South Darfur state,Bielel district,11.949519,24.952581,POINT (24.952581 11.949519),146570,Sudan,625,Africa,1,1,07/20/2017 00:00:00,07/20/2017 00:00:00,0,4,0,0,4,5,4,,POINT (24.952581 11.949519)
SUD-2021-1-666-2.1,2021,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""United Nations Security Council Report,2021-03-01,S/2021/199 Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan""",United Nations Security Council Report,2021-03-01,S/2021/199 Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan,United Nations Security Council Report,1,Sabanga area,Sabanga,Central Darfur state,Rokoro district,13.26,24.17,POINT (24.17 13.26),148729,Sudan,625,Africa,1,1,01/31/2021 00:00:00,01/31/2021 00:00:00,0,0,0,7,7,7,7,,POINT (24.17 13.26)
SUD-2018-1-666-35,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""All Africa,2018-10-16,'Villagers Killed By Shelling in Darfur's Jebel Marra' - Rebels
CR 	Radio Dabanga""",All Africa,2018-10-16,"'Villagers Killed By Shelling in Darfur's Jebel Marra' - Rebels
CR 	Radio Dabanga",SLM/A military spokesman Walid Mohamed Abakar,5,Jebel Marra area,"near Wadi Tremel village, in south Jebel Marra",,,12.94996,24.25816,POINT (24.25816 12.94996),148009,Sudan,625,Africa,1,1,10/14/2018 00:00:00,10/14/2018 00:00:00,0,0,2,0,2,2,2,,POINT (24.25816 12.94996)
SUD-2021-1-666-2.2,2021,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,1,"""United Nations Security Council Report,2021-03-01,S/2021/199 Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan""",United Nations Security Council Report,2021-03-01,S/2021/199 Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan,United Nations Security Council Report,1,Sabanga area,Sabanga,Central Darfur state,Rokoro district,13.26,24.17,POINT (24.17 13.26),148729,Sudan,625,Africa,1,1,01/24/2021 00:00:00,01/24/2021 00:00:00,0,0,0,7,7,7,7,,POINT (24.17 13.26)
SUD-2018-1-666-3,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Sudan Tribune,2018-06-28,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS "";""Sudan Tribune,2018-05-21,Sudan defence ministry admits clashes in C. Darfur""",Sudan Tribune;Sudan Tribune,2018-06-28;2018-05-21,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS ;Sudan defence ministry admits clashes in C. Darfur,survivor; Minister of State for Defence Ali Mohamed Salim,1,Feina Sug village,Feina,South Darfur state,East/Sharq Jabel Marra district,12.859881,24.513762,POINT (24.513762 12.859881),148010,Sudan,625,Africa,1,4,03/01/2018 00:00:00,03/10/2018 00:00:00,0,0,3,0,3,3,3,,POINT (24.513762 12.859881)
SUD-2022-2-17370-0,2022,True,Clear,2,17370,15792,Gimir - Awlad Zeid,17370,17370,Gimir - Awlad Zeid,1923,1923,Gimir,1087,1087,Awlad Zeid,7,"""Agence France Presse,2022-06-07,At least 27 killed in Sudan ethnic clashes: witnesses"";""crisisgroup,2022-07-01,SUDAN JUNE 2022"";""Human Rights Watch,2022-06-22,Sudan: New Deadly Attacks in West Darfur"";""ACJPS ,2022-07-29,Sudan: At least 136 people killed over land conflict in South Kordofan, West Darfur and Abyi area"";""OCHA,2022-06-14,Sudan: Conflict in Kulbus locality, West Darfur. Flash Update No. 01 (14 June 2022) [EN/AR]"";""UN Security Council,2022-09-02,Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/667"";""Africa Research Bulletin,2022-07-13,SUDAN: Talks ‘Not Transparent’""",Agence France Presse;crisisgroup;Human Rights Watch;ACJPS ;OCHA;UN Security Council;Africa Research Bulletin,2022-06-07;2022-07-01;2022-06-22;2022-07-29;2022-06-14;2022-09-02;2022-07-13,"At least 27 killed in Sudan ethnic clashes: witnesses;SUDAN JUNE 2022;Sudan: New Deadly Attacks in West Darfur;Sudan: At least 136 people killed over land conflict in South Kordofan, West Darfur and Abyi area;Sudan: Conflict in Kulbus locality, West Darfur. Flash Update No. 01 (14 June 2022) [EN/AR];Situation in the Sudan and the activities of the United Nations Integrated Transition Assistance Mission in the Sudan S/2022/667;SUDAN: Talks ‘Not Transparent’",a leader from the non-Arab Gimir; crisisgroup; OCHA; UN,2,Kulbus town,"Um Hereez village in Kulbus locality,",West Darfur state,Kulbus district,14.36468,22.46172,POINT (22.46172 14.36468),150165,Sudan,625,Africa,2,2,06/06/2022 00:00:00,06/11/2022 00:00:00,101,25,0,39,165,165,165,,POINT (22.46172 14.36468)
SUD-2018-1-666-2,2018,True,Clear,1,309,309,Sudan: Government,666,666,Government of Sudan - SLM/A,112,112,Government of Sudan,469,469,SLM/A,2,"""Sudan Tribune,2018-05-21,Sudan defence ministry admits clashes in C. Darfur"";""Sudan Tribune,2018-06-28,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS """,Sudan Tribune;Sudan Tribune,2018-05-21;2018-06-28,Sudan defence ministry admits clashes in C. Darfur;SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS,survivor; Minister of State for Defence Ali Mohamed Salim,2,Feina Sug village,"Feina, other villages around the
areas.",South Darfur state,East/Sharq Jabel Marra district,12.859881,24.513762,POINT (24.513762 12.859881),148010,Sudan,625,Africa,1,4,03/01/2018 00:00:00,03/10/2018 00:00:00,0,0,0,6,6,6,6,,POINT (24.513762 12.859881)
SUD-2018-3-947-28,2018,True,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""Amnesty International,2018-06-28,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS "";""Sudan Tribune,2018-05-24,More 3 IDPs killed in Central Darfur: rebels""",Amnesty International;Sudan Tribune,2018-06-28;2018-05-24,SUDAN: DOWN-SIZED UN MISSION FOR AN OVER-SIZED HUMAN RIGHTS CRISIS ;More 3 IDPs killed in Central Darfur: rebels,"Darfur Bar Association; Two rebel groups, Sudan Liberation Movement -Abdel Wahid (SLM-AW) and SLM-Transitional Council; the IDPs association i",1,Garsila town,"Ardayba and Jedda IDP camps in the city of Garsila, in central Darfur State.",Central Darfur state,Wadi Salih district,12.366667,23.133333,POINT (23.133333 12.366667),147287,Sudan,625,Africa,1,2,05/22/2018 00:00:00,05/23/2018 00:00:00,0,0,5,0,5,5,5,,POINT (23.133333 12.366667)
SUD-2015-1-833-33.1,2015,True,Clear,1,309,309,Sudan: Government,11988,11988,Government of Sudan - SRF,112,112,Government of Sudan,1162,1162,SRF,2,"""All Africa,2015-06-19,No Human Casualties in Central Darfur Air Raid"";""Radio Dabanga,2015-06-16,Sudan regains control of Rokoro at the cost of civilian lives""",All Africa;Radio Dabanga,2015-06-19;2015-06-16,No Human Casualties in Central Darfur Air Raid;Sudan regains control of Rokoro at the cost of civilian lives,witnesses,1,Ruvata village,"Ruvata, Burgo",Central Darfur state,Rokoro district,13.333,24.5,POINT (24.5 13.333),148730,Sudan,625,Africa,1,1,06/15/2015 00:00:00,06/15/2015 00:00:00,0,0,7,0,7,6,7,,POINT (24.5 13.333)
